Sales_20_Target_Category,Sales_20_Target_Order_20_Date,Sales_20_Target_Segment,Sales_20_Target_Sales_20_Target,Sales_20_Target_Cat_2e_seg_20_ID
Office Supplies,17 February 2019,Consumer,50,2019_2_17_Office Supplies_Consumer
Office Supplies,18 February 2019,Consumer,12,2019_2_18_Office Supplies_Consumer
Office Supplies,20 February 2019,Home Office,12,2019_2_20_Office Supplies_Home Office
Office Supplies,21 February 2019,Consumer,9,2019_2_21_Office Supplies_Consumer
Office Supplies,22 February 2019,Consumer,19,2019_2_22_Office Supplies_Consumer
Office Supplies,23 February 2019,Home Office,13,2019_2_23_Office Supplies_Home Office
Office Supplies,24 February 2019,Consumer,60,2019_2_24_Office Supplies_Consumer
Office Supplies,27 February 2019,Consumer,21,2019_2_27_Office Supplies_Consumer
Office Supplies,01 March 2019,Consumer,260,2019_3_1_Office Supplies_Consumer
Office Supplies,01 March 2019,Home Office,19,2019_3_1_Office Supplies_Home Office
Office Supplies,02 March 2019,Corporate,3,2019_3_2_Office Supplies_Corporate
Office Supplies,02 March 2019,Home Office,43,2019_3_2_Office Supplies_Home Office
Office Supplies,03 March 2019,Consumer,200,2019_3_3_Office Supplies_Consumer
Office Supplies,03 March 2019,Corporate,54,2019_3_3_Office Supplies_Corporate
Office Supplies,03 March 2019,Home Office,142,2019_3_3_Office Supplies_Home Office
Office Supplies,04 March 2019,Consumer,315,2019_3_4_Office Supplies_Consumer
Office Supplies,05 March 2019,Consumer,217,2019_3_5_Office Supplies_Consumer
Office Supplies,07 March 2019,Consumer,227,2019_3_7_Office Supplies_Consumer
Office Supplies,07 March 2019,Corporate,208,2019_3_7_Office Supplies_Corporate
Office Supplies,07 March 2019,Home Office,115,2019_3_7_Office Supplies_Home Office
Office Supplies,10 March 2019,Consumer,749,2019_3_10_Office Supplies_Consumer
Office Supplies,11 March 2019,Consumer,124,2019_3_11_Office Supplies_Consumer
Office Supplies,11 March 2019,Corporate,178,2019_3_11_Office Supplies_Corporate
Office Supplies,14 March 2019,Consumer,217,2019_3_14_Office Supplies_Consumer
Office Supplies,14 March 2019,Corporate,12,2019_3_14_Office Supplies_Corporate
Office Supplies,14 March 2019,Home Office,99,2019_3_14_Office Supplies_Home Office
Office Supplies,15 March 2019,Consumer,302,2019_3_15_Office Supplies_Consumer
Office Supplies,17 March 2019,Consumer,250,2019_3_17_Office Supplies_Consumer
Office Supplies,17 March 2019,Corporate,361,2019_3_17_Office Supplies_Corporate
Office Supplies,18 March 2019,Home Office,"1,771",2019_3_18_Office Supplies_Home Office
Office Supplies,19 March 2019,Corporate,66,2019_3_19_Office Supplies_Corporate
Office Supplies,21 March 2019,Consumer,79,2019_3_21_Office Supplies_Consumer
Office Supplies,21 March 2019,Corporate,312,2019_3_21_Office Supplies_Corporate
Office Supplies,22 March 2019,Consumer,79,2019_3_22_Office Supplies_Consumer
Office Supplies,22 March 2019,Corporate,77,2019_3_22_Office Supplies_Corporate
Office Supplies,23 March 2019,Consumer,330,2019_3_23_Office Supplies_Consumer
Office Supplies,24 March 2019,Consumer,23,2019_3_24_Office Supplies_Consumer
Office Supplies,25 March 2019,Consumer,42,2019_3_25_Office Supplies_Consumer
Office Supplies,26 March 2019,Consumer,16,2019_3_26_Office Supplies_Consumer
Office Supplies,26 March 2019,Corporate,33,2019_3_26_Office Supplies_Corporate
Office Supplies,28 March 2019,Consumer,7,2019_3_28_Office Supplies_Consumer
Office Supplies,30 March 2019,Consumer,184,2019_3_30_Office Supplies_Consumer
Office Supplies,30 March 2019,Corporate,65,2019_3_30_Office Supplies_Corporate
Office Supplies,30 March 2019,Home Office,342,2019_3_30_Office Supplies_Home Office
Office Supplies,31 March 2019,Consumer,827,2019_3_31_Office Supplies_Consumer
Office Supplies,31 March 2019,Corporate,2,2019_3_31_Office Supplies_Corporate
Office Supplies,01 April 2019,Consumer,46,2019_4_1_Office Supplies_Consumer
Office Supplies,01 April 2019,Corporate,63,2019_4_1_Office Supplies_Corporate
Office Supplies,02 April 2019,Consumer,242,2019_4_2_Office Supplies_Consumer
Office Supplies,03 April 2019,Corporate,12,2019_4_3_Office Supplies_Corporate
Office Supplies,04 April 2019,Consumer,87,2019_4_4_Office Supplies_Consumer
Office Supplies,04 April 2019,Corporate,278,2019_4_4_Office Supplies_Corporate
Office Supplies,04 April 2019,Home Office,17,2019_4_4_Office Supplies_Home Office
Office Supplies,05 April 2019,Consumer,832,2019_4_5_Office Supplies_Consumer
Office Supplies,05 April 2019,Corporate,"4,795",2019_4_5_Office Supplies_Corporate
Office Supplies,05 April 2019,Home Office,54,2019_4_5_Office Supplies_Home Office
Office Supplies,06 April 2019,Corporate,241,2019_4_6_Office Supplies_Corporate
Office Supplies,06 April 2019,Home Office,10,2019_4_6_Office Supplies_Home Office
Office Supplies,07 April 2019,Corporate,119,2019_4_7_Office Supplies_Corporate
Office Supplies,07 April 2019,Home Office,52,2019_4_7_Office Supplies_Home Office
Office Supplies,08 April 2019,Corporate,19,2019_4_8_Office Supplies_Corporate
Office Supplies,08 April 2019,Home Office,44,2019_4_8_Office Supplies_Home Office
Office Supplies,11 April 2019,Consumer,109,2019_4_11_Office Supplies_Consumer
Office Supplies,12 April 2019,Consumer,34,2019_4_12_Office Supplies_Consumer
Office Supplies,12 April 2019,Corporate,58,2019_4_12_Office Supplies_Corporate
Office Supplies,13 April 2019,Corporate,548,2019_4_13_Office Supplies_Corporate
Office Supplies,13 April 2019,Home Office,8,2019_4_13_Office Supplies_Home Office
Office Supplies,15 April 2019,Home Office,92,2019_4_15_Office Supplies_Home Office
Office Supplies,16 April 2019,Corporate,39,2019_4_16_Office Supplies_Corporate
Office Supplies,18 April 2019,Consumer,167,2019_4_18_Office Supplies_Consumer
Office Supplies,19 April 2019,Consumer,141,2019_4_19_Office Supplies_Consumer
Office Supplies,20 April 2019,Consumer,38,2019_4_20_Office Supplies_Consumer
Office Supplies,21 April 2019,Consumer,16,2019_4_21_Office Supplies_Consumer
Office Supplies,21 April 2019,Corporate,829,2019_4_21_Office Supplies_Corporate
Office Supplies,22 April 2019,Corporate,258,2019_4_22_Office Supplies_Corporate
Office Supplies,23 April 2019,Corporate,2,2019_4_23_Office Supplies_Corporate
Office Supplies,23 April 2019,Home Office,51,2019_4_23_Office Supplies_Home Office
Office Supplies,25 April 2019,Home Office,313,2019_4_25_Office Supplies_Home Office
Office Supplies,26 April 2019,Corporate,17,2019_4_26_Office Supplies_Corporate
Office Supplies,26 April 2019,Home Office,35,2019_4_26_Office Supplies_Home Office
Office Supplies,28 April 2019,Corporate,731,2019_4_28_Office Supplies_Corporate
Office Supplies,29 April 2019,Consumer,16,2019_4_29_Office Supplies_Consumer
Office Supplies,29 April 2019,Corporate,105,2019_4_29_Office Supplies_Corporate
Office Supplies,30 April 2019,Consumer,"1,031",2019_4_30_Office Supplies_Consumer
Office Supplies,02 May 2019,Consumer,25,2019_5_2_Office Supplies_Consumer
Office Supplies,03 May 2019,Consumer,47,2019_5_3_Office Supplies_Consumer
Office Supplies,03 May 2019,Home Office,24,2019_5_3_Office Supplies_Home Office
Office Supplies,04 May 2019,Consumer,90,2019_5_4_Office Supplies_Consumer
Office Supplies,04 May 2019,Corporate,62,2019_5_4_Office Supplies_Corporate
Office Supplies,05 May 2019,Consumer,38,2019_5_5_Office Supplies_Consumer
Office Supplies,05 May 2019,Corporate,81,2019_5_5_Office Supplies_Corporate
Office Supplies,06 May 2019,Home Office,267,2019_5_6_Office Supplies_Home Office
Office Supplies,07 May 2019,Consumer,23,2019_5_7_Office Supplies_Consumer
Office Supplies,09 May 2019,Corporate,148,2019_5_9_Office Supplies_Corporate
Office Supplies,10 May 2019,Consumer,222,2019_5_10_Office Supplies_Consumer
Office Supplies,11 May 2019,Corporate,33,2019_5_11_Office Supplies_Corporate
Office Supplies,11 May 2019,Home Office,124,2019_5_11_Office Supplies_Home Office
Office Supplies,13 May 2019,Consumer,60,2019_5_13_Office Supplies_Consumer
Office Supplies,13 May 2019,Corporate,8,2019_5_13_Office Supplies_Corporate
Office Supplies,13 May 2019,Home Office,418,2019_5_13_Office Supplies_Home Office
Office Supplies,17 May 2019,Home Office,85,2019_5_17_Office Supplies_Home Office
Office Supplies,18 May 2019,Consumer,17,2019_5_18_Office Supplies_Consumer
Office Supplies,19 May 2019,Consumer,82,2019_5_19_Office Supplies_Consumer
Office Supplies,20 May 2019,Corporate,128,2019_5_20_Office Supplies_Corporate
Office Supplies,21 May 2019,Consumer,78,2019_5_21_Office Supplies_Consumer
Office Supplies,21 May 2019,Corporate,"2,634",2019_5_21_Office Supplies_Corporate
Office Supplies,21 May 2019,Home Office,788,2019_5_21_Office Supplies_Home Office
Office Supplies,23 May 2019,Consumer,295,2019_5_23_Office Supplies_Consumer
Office Supplies,24 May 2019,Consumer,108,2019_5_24_Office Supplies_Consumer
Office Supplies,25 May 2019,Consumer,88,2019_5_25_Office Supplies_Consumer
Office Supplies,26 May 2019,Consumer,116,2019_5_26_Office Supplies_Consumer
Office Supplies,26 May 2019,Home Office,44,2019_5_26_Office Supplies_Home Office
Office Supplies,27 May 2019,Consumer,15,2019_5_27_Office Supplies_Consumer
Office Supplies,27 May 2019,Corporate,356,2019_5_27_Office Supplies_Corporate
Office Supplies,28 May 2019,Consumer,138,2019_5_28_Office Supplies_Consumer
Office Supplies,30 May 2019,Consumer,77,2019_5_30_Office Supplies_Consumer
Office Supplies,30 May 2019,Corporate,309,2019_5_30_Office Supplies_Corporate
Office Supplies,01 June 2019,Corporate,194,2019_6_1_Office Supplies_Corporate
Office Supplies,01 June 2019,Home Office,"1,808",2019_6_1_Office Supplies_Home Office
Office Supplies,02 June 2019,Consumer,347,2019_6_2_Office Supplies_Consumer
Office Supplies,02 June 2019,Home Office,62,2019_6_2_Office Supplies_Home Office
Office Supplies,03 June 2019,Consumer,156,2019_6_3_Office Supplies_Consumer
Office Supplies,03 June 2019,Home Office,15,2019_6_3_Office Supplies_Home Office
Office Supplies,04 June 2019,Consumer,17,2019_6_4_Office Supplies_Consumer
Office Supplies,04 June 2019,Home Office,17,2019_6_4_Office Supplies_Home Office
Office Supplies,06 June 2019,Consumer,127,2019_6_6_Office Supplies_Consumer
Office Supplies,06 June 2019,Corporate,162,2019_6_6_Office Supplies_Corporate
Office Supplies,06 June 2019,Home Office,99,2019_6_6_Office Supplies_Home Office
Office Supplies,07 June 2019,Corporate,13,2019_6_7_Office Supplies_Corporate
Office Supplies,08 June 2019,Consumer,"1,745",2019_6_8_Office Supplies_Consumer
Office Supplies,09 June 2019,Consumer,168,2019_6_9_Office Supplies_Consumer
Office Supplies,09 June 2019,Corporate,91,2019_6_9_Office Supplies_Corporate
Office Supplies,09 June 2019,Home Office,76,2019_6_9_Office Supplies_Home Office
Office Supplies,10 June 2019,Corporate,482,2019_6_10_Office Supplies_Corporate
Office Supplies,13 June 2019,Corporate,14,2019_6_13_Office Supplies_Corporate
Office Supplies,15 June 2019,Consumer,39,2019_6_15_Office Supplies_Consumer
Office Supplies,15 June 2019,Corporate,8,2019_6_15_Office Supplies_Corporate
Office Supplies,16 June 2019,Consumer,102,2019_6_16_Office Supplies_Consumer
Office Supplies,17 June 2019,Consumer,"3,313",2019_6_17_Office Supplies_Consumer
Office Supplies,20 June 2019,Consumer,"1,005",2019_6_20_Office Supplies_Consumer
Office Supplies,21 June 2019,Consumer,271,2019_6_21_Office Supplies_Consumer
Office Supplies,22 June 2019,Consumer,699,2019_6_22_Office Supplies_Consumer
Office Supplies,23 June 2019,Consumer,22,2019_6_23_Office Supplies_Consumer
Office Supplies,25 June 2019,Corporate,74,2019_6_25_Office Supplies_Corporate
Office Supplies,27 June 2019,Consumer,318,2019_6_27_Office Supplies_Consumer
Office Supplies,28 June 2019,Consumer,395,2019_6_28_Office Supplies_Consumer
Office Supplies,28 June 2019,Corporate,6,2019_6_28_Office Supplies_Corporate
Office Supplies,29 June 2019,Consumer,41,2019_6_29_Office Supplies_Consumer
Office Supplies,30 June 2019,Consumer,713,2019_6_30_Office Supplies_Consumer
Office Supplies,30 June 2019,Corporate,80,2019_6_30_Office Supplies_Corporate
Office Supplies,01 July 2019,Corporate,23,2019_7_1_Office Supplies_Corporate
Office Supplies,02 July 2019,Consumer,5,2019_7_2_Office Supplies_Consumer
Office Supplies,04 July 2019,Consumer,34,2019_7_4_Office Supplies_Consumer
Office Supplies,04 July 2019,Corporate,178,2019_7_4_Office Supplies_Corporate
Office Supplies,05 July 2019,Consumer,579,2019_7_5_Office Supplies_Consumer
Office Supplies,05 July 2019,Corporate,15,2019_7_5_Office Supplies_Corporate
Office Supplies,05 July 2019,Home Office,192,2019_7_5_Office Supplies_Home Office
Office Supplies,08 July 2019,Corporate,181,2019_7_8_Office Supplies_Corporate
Office Supplies,09 July 2019,Corporate,23,2019_7_9_Office Supplies_Corporate
Office Supplies,09 July 2019,Home Office,103,2019_7_9_Office Supplies_Home Office
Office Supplies,11 July 2019,Consumer,82,2019_7_11_Office Supplies_Consumer
Office Supplies,11 July 2019,Corporate,182,2019_7_11_Office Supplies_Corporate
Office Supplies,12 July 2019,Consumer,48,2019_7_12_Office Supplies_Consumer
Office Supplies,12 July 2019,Corporate,7,2019_7_12_Office Supplies_Corporate
Office Supplies,12 July 2019,Home Office,321,2019_7_12_Office Supplies_Home Office
Office Supplies,14 July 2019,Consumer,90,2019_7_14_Office Supplies_Consumer
Office Supplies,14 July 2019,Corporate,17,2019_7_14_Office Supplies_Corporate
Office Supplies,14 July 2019,Home Office,65,2019_7_14_Office Supplies_Home Office
Office Supplies,15 July 2019,Corporate,6,2019_7_15_Office Supplies_Corporate
Office Supplies,18 July 2019,Consumer,15,2019_7_18_Office Supplies_Consumer
Office Supplies,19 July 2019,Corporate,26,2019_7_19_Office Supplies_Corporate
Office Supplies,19 July 2019,Home Office,7,2019_7_19_Office Supplies_Home Office
Office Supplies,20 July 2019,Consumer,260,2019_7_20_Office Supplies_Consumer
Office Supplies,20 July 2019,Corporate,482,2019_7_20_Office Supplies_Corporate
Office Supplies,20 July 2019,Home Office,298,2019_7_20_Office Supplies_Home Office
Office Supplies,21 July 2019,Corporate,164,2019_7_21_Office Supplies_Corporate
Office Supplies,22 July 2019,Consumer,306,2019_7_22_Office Supplies_Consumer
Office Supplies,22 July 2019,Home Office,20,2019_7_22_Office Supplies_Home Office
Office Supplies,23 July 2019,Consumer,18,2019_7_23_Office Supplies_Consumer
Office Supplies,23 July 2019,Corporate,45,2019_7_23_Office Supplies_Corporate
Office Supplies,25 July 2019,Consumer,"8,736",2019_7_25_Office Supplies_Consumer
Office Supplies,25 July 2019,Home Office,22,2019_7_25_Office Supplies_Home Office
Office Supplies,26 July 2019,Consumer,"2,145",2019_7_26_Office Supplies_Consumer
Office Supplies,27 July 2019,Corporate,315,2019_7_27_Office Supplies_Corporate
Office Supplies,28 July 2019,Consumer,69,2019_7_28_Office Supplies_Consumer
Office Supplies,01 August 2019,Consumer,20,2019_8_1_Office Supplies_Consumer
Office Supplies,01 August 2019,Corporate,152,2019_8_1_Office Supplies_Corporate
Office Supplies,01 August 2019,Home Office,5,2019_8_1_Office Supplies_Home Office
Office Supplies,02 August 2019,Home Office,779,2019_8_2_Office Supplies_Home Office
Office Supplies,03 August 2019,Consumer,181,2019_8_3_Office Supplies_Consumer
Office Supplies,03 August 2019,Home Office,84,2019_8_3_Office Supplies_Home Office
Office Supplies,04 August 2019,Consumer,"1,553",2019_8_4_Office Supplies_Consumer
Office Supplies,04 August 2019,Corporate,376,2019_8_4_Office Supplies_Corporate
Office Supplies,05 August 2019,Consumer,178,2019_8_5_Office Supplies_Consumer
Office Supplies,05 August 2019,Corporate,101,2019_8_5_Office Supplies_Corporate
Office Supplies,08 August 2019,Consumer,454,2019_8_8_Office Supplies_Consumer
Office Supplies,08 August 2019,Home Office,208,2019_8_8_Office Supplies_Home Office
Office Supplies,09 August 2019,Consumer,"2,018",2019_8_9_Office Supplies_Consumer
Office Supplies,09 August 2019,Corporate,17,2019_8_9_Office Supplies_Corporate
Office Supplies,09 August 2019,Home Office,22,2019_8_9_Office Supplies_Home Office
Office Supplies,11 August 2019,Consumer,461,2019_8_11_Office Supplies_Consumer
Office Supplies,12 August 2019,Consumer,13,2019_8_12_Office Supplies_Consumer
Office Supplies,12 August 2019,Corporate,198,2019_8_12_Office Supplies_Corporate
Office Supplies,12 August 2019,Home Office,269,2019_8_12_Office Supplies_Home Office
Office Supplies,15 August 2019,Consumer,661,2019_8_15_Office Supplies_Consumer
Office Supplies,17 August 2019,Corporate,167,2019_8_17_Office Supplies_Corporate
Office Supplies,19 August 2019,Consumer,103,2019_8_19_Office Supplies_Consumer
Office Supplies,19 August 2019,Corporate,410,2019_8_19_Office Supplies_Corporate
Office Supplies,20 August 2019,Corporate,835,2019_8_20_Office Supplies_Corporate
Office Supplies,22 August 2019,Consumer,20,2019_8_22_Office Supplies_Consumer
Office Supplies,22 August 2019,Home Office,4,2019_8_22_Office Supplies_Home Office
Office Supplies,23 August 2019,Consumer,352,2019_8_23_Office Supplies_Consumer
Office Supplies,23 August 2019,Corporate,52,2019_8_23_Office Supplies_Corporate
Office Supplies,23 August 2019,Home Office,18,2019_8_23_Office Supplies_Home Office
Office Supplies,24 August 2019,Corporate,40,2019_8_24_Office Supplies_Corporate
Office Supplies,25 August 2019,Consumer,216,2019_8_25_Office Supplies_Consumer
Office Supplies,25 August 2019,Corporate,101,2019_8_25_Office Supplies_Corporate
Office Supplies,26 August 2019,Consumer,18,2019_8_26_Office Supplies_Consumer
Office Supplies,26 August 2019,Home Office,8,2019_8_26_Office Supplies_Home Office
Office Supplies,27 August 2019,Consumer,43,2019_8_27_Office Supplies_Consumer
Office Supplies,29 August 2019,Consumer,583,2019_8_29_Office Supplies_Consumer
Office Supplies,29 August 2019,Corporate,113,2019_8_29_Office Supplies_Corporate
Office Supplies,30 August 2019,Consumer,118,2019_8_30_Office Supplies_Consumer
Office Supplies,01 September 2019,Consumer,101,2019_9_1_Office Supplies_Consumer
Office Supplies,02 September 2019,Consumer,"1,908",2019_9_2_Office Supplies_Consumer
Office Supplies,03 September 2019,Consumer,16,2019_9_3_Office Supplies_Consumer
Office Supplies,03 September 2019,Home Office,8,2019_9_3_Office Supplies_Home Office
Office Supplies,05 September 2019,Consumer,256,2019_9_5_Office Supplies_Consumer
Office Supplies,06 September 2019,Corporate,58,2019_9_6_Office Supplies_Corporate
Office Supplies,07 September 2019,Consumer,378,2019_9_7_Office Supplies_Consumer
Office Supplies,07 September 2019,Corporate,191,2019_9_7_Office Supplies_Corporate
Office Supplies,07 September 2019,Home Office,74,2019_9_7_Office Supplies_Home Office
Office Supplies,08 September 2019,Consumer,"1,501",2019_9_8_Office Supplies_Consumer
Office Supplies,08 September 2019,Corporate,17,2019_9_8_Office Supplies_Corporate
Office Supplies,08 September 2019,Home Office,78,2019_9_8_Office Supplies_Home Office
Office Supplies,09 September 2019,Consumer,124,2019_9_9_Office Supplies_Consumer
Office Supplies,09 September 2019,Corporate,"1,610",2019_9_9_Office Supplies_Corporate
Office Supplies,09 September 2019,Home Office,30,2019_9_9_Office Supplies_Home Office
Office Supplies,10 September 2019,Consumer,105,2019_9_10_Office Supplies_Consumer
Office Supplies,10 September 2019,Home Office,8,2019_9_10_Office Supplies_Home Office
Office Supplies,12 September 2019,Consumer,59,2019_9_12_Office Supplies_Consumer
Office Supplies,12 September 2019,Corporate,156,2019_9_12_Office Supplies_Corporate
Office Supplies,12 September 2019,Home Office,600,2019_9_12_Office Supplies_Home Office
Office Supplies,13 September 2019,Consumer,114,2019_9_13_Office Supplies_Consumer
Office Supplies,13 September 2019,Corporate,104,2019_9_13_Office Supplies_Corporate
Office Supplies,14 September 2019,Consumer,"1,147",2019_9_14_Office Supplies_Consumer
Office Supplies,14 September 2019,Corporate,100,2019_9_14_Office Supplies_Corporate
Office Supplies,15 September 2019,Consumer,16,2019_9_15_Office Supplies_Consumer
Office Supplies,16 September 2019,Corporate,29,2019_9_16_Office Supplies_Corporate
Office Supplies,17 September 2019,Consumer,562,2019_9_17_Office Supplies_Consumer
Office Supplies,17 September 2019,Home Office,6,2019_9_17_Office Supplies_Home Office
Office Supplies,19 September 2019,Consumer,73,2019_9_19_Office Supplies_Consumer
Office Supplies,19 September 2019,Corporate,98,2019_9_19_Office Supplies_Corporate
Office Supplies,19 September 2019,Home Office,5,2019_9_19_Office Supplies_Home Office
Office Supplies,20 September 2019,Consumer,138,2019_9_20_Office Supplies_Consumer
Office Supplies,20 September 2019,Corporate,12,2019_9_20_Office Supplies_Corporate
Office Supplies,20 September 2019,Home Office,65,2019_9_20_Office Supplies_Home Office
Office Supplies,21 September 2019,Consumer,233,2019_9_21_Office Supplies_Consumer
Office Supplies,21 September 2019,Corporate,68,2019_9_21_Office Supplies_Corporate
Office Supplies,21 September 2019,Home Office,101,2019_9_21_Office Supplies_Home Office
Office Supplies,22 September 2019,Consumer,239,2019_9_22_Office Supplies_Consumer
Office Supplies,22 September 2019,Corporate,338,2019_9_22_Office Supplies_Corporate
Office Supplies,23 September 2019,Consumer,"10,084",2019_9_23_Office Supplies_Consumer
Office Supplies,23 September 2019,Corporate,11,2019_9_23_Office Supplies_Corporate
Office Supplies,23 September 2019,Home Office,51,2019_9_23_Office Supplies_Home Office
Office Supplies,24 September 2019,Consumer,212,2019_9_24_Office Supplies_Consumer
Office Supplies,25 September 2019,Home Office,59,2019_9_25_Office Supplies_Home Office
Office Supplies,26 September 2019,Corporate,165,2019_9_26_Office Supplies_Corporate
Office Supplies,26 September 2019,Home Office,375,2019_9_26_Office Supplies_Home Office
Office Supplies,27 September 2019,Consumer,82,2019_9_27_Office Supplies_Consumer
Office Supplies,28 September 2019,Corporate,158,2019_9_28_Office Supplies_Corporate
Office Supplies,29 September 2019,Consumer,"2,626",2019_9_29_Office Supplies_Consumer
Office Supplies,29 September 2019,Corporate,"1,713",2019_9_29_Office Supplies_Corporate
Office Supplies,30 September 2019,Consumer,189,2019_9_30_Office Supplies_Consumer
Office Supplies,30 September 2019,Corporate,756,2019_9_30_Office Supplies_Corporate
Office Supplies,01 October 2019,Home Office,5,2019_10_1_Office Supplies_Home Office
Office Supplies,02 October 2019,Corporate,43,2019_10_2_Office Supplies_Corporate
Office Supplies,03 October 2019,Consumer,98,2019_10_3_Office Supplies_Consumer
Office Supplies,03 October 2019,Home Office,70,2019_10_3_Office Supplies_Home Office
Office Supplies,04 October 2019,Consumer,131,2019_10_4_Office Supplies_Consumer
Office Supplies,05 October 2019,Consumer,96,2019_10_5_Office Supplies_Consumer
Office Supplies,06 October 2019,Consumer,89,2019_10_6_Office Supplies_Consumer
Office Supplies,06 October 2019,Corporate,390,2019_10_6_Office Supplies_Corporate
Office Supplies,07 October 2019,Corporate,102,2019_10_7_Office Supplies_Corporate
Office Supplies,08 October 2019,Consumer,120,2019_10_8_Office Supplies_Consumer
Office Supplies,09 October 2019,Consumer,126,2019_10_9_Office Supplies_Consumer
Office Supplies,09 October 2019,Corporate,85,2019_10_9_Office Supplies_Corporate
Office Supplies,10 October 2019,Consumer,16,2019_10_10_Office Supplies_Consumer
Office Supplies,10 October 2019,Corporate,234,2019_10_10_Office Supplies_Corporate
Office Supplies,10 October 2019,Home Office,16,2019_10_10_Office Supplies_Home Office
Office Supplies,11 October 2019,Consumer,460,2019_10_11_Office Supplies_Consumer
Office Supplies,11 October 2019,Corporate,7,2019_10_11_Office Supplies_Corporate
Office Supplies,12 October 2019,Consumer,40,2019_10_12_Office Supplies_Consumer
Office Supplies,12 October 2019,Corporate,21,2019_10_12_Office Supplies_Corporate
Office Supplies,13 October 2019,Consumer,214,2019_10_13_Office Supplies_Consumer
Office Supplies,13 October 2019,Corporate,23,2019_10_13_Office Supplies_Corporate
Office Supplies,13 October 2019,Home Office,359,2019_10_13_Office Supplies_Home Office
Office Supplies,14 October 2019,Consumer,440,2019_10_14_Office Supplies_Consumer
Office Supplies,14 October 2019,Corporate,252,2019_10_14_Office Supplies_Corporate
Office Supplies,15 October 2019,Consumer,7,2019_10_15_Office Supplies_Consumer
Office Supplies,16 October 2019,Consumer,13,2019_10_16_Office Supplies_Consumer
Office Supplies,17 October 2019,Consumer,11,2019_10_17_Office Supplies_Consumer
Office Supplies,18 October 2019,Consumer,58,2019_10_18_Office Supplies_Consumer
Office Supplies,18 October 2019,Corporate,457,2019_10_18_Office Supplies_Corporate
Office Supplies,19 October 2019,Consumer,12,2019_10_19_Office Supplies_Consumer
Office Supplies,19 October 2019,Corporate,162,2019_10_19_Office Supplies_Corporate
Office Supplies,20 October 2019,Consumer,212,2019_10_20_Office Supplies_Consumer
Office Supplies,20 October 2019,Corporate,85,2019_10_20_Office Supplies_Corporate
Office Supplies,20 October 2019,Home Office,510,2019_10_20_Office Supplies_Home Office
Office Supplies,21 October 2019,Consumer,133,2019_10_21_Office Supplies_Consumer
Office Supplies,21 October 2019,Corporate,255,2019_10_21_Office Supplies_Corporate
Office Supplies,24 October 2019,Consumer,44,2019_10_24_Office Supplies_Consumer
Office Supplies,24 October 2019,Home Office,10,2019_10_24_Office Supplies_Home Office
Office Supplies,25 October 2019,Consumer,13,2019_10_25_Office Supplies_Consumer
Office Supplies,25 October 2019,Corporate,42,2019_10_25_Office Supplies_Corporate
Office Supplies,27 October 2019,Home Office,21,2019_10_27_Office Supplies_Home Office
Office Supplies,28 October 2019,Corporate,655,2019_10_28_Office Supplies_Corporate
Office Supplies,29 October 2019,Corporate,73,2019_10_29_Office Supplies_Corporate
Office Supplies,31 October 2019,Consumer,91,2019_10_31_Office Supplies_Consumer
Office Supplies,31 October 2019,Corporate,579,2019_10_31_Office Supplies_Corporate
Office Supplies,01 November 2019,Consumer,"1,106",2019_11_1_Office Supplies_Consumer
Office Supplies,01 November 2019,Corporate,248,2019_11_1_Office Supplies_Corporate
Office Supplies,01 November 2019,Home Office,71,2019_11_1_Office Supplies_Home Office
Office Supplies,02 November 2019,Consumer,413,2019_11_2_Office Supplies_Consumer
Office Supplies,03 November 2019,Consumer,575,2019_11_3_Office Supplies_Consumer
Office Supplies,03 November 2019,Corporate,6,2019_11_3_Office Supplies_Corporate
Office Supplies,03 November 2019,Home Office,6,2019_11_3_Office Supplies_Home Office
Office Supplies,04 November 2019,Consumer,36,2019_11_4_Office Supplies_Consumer
Office Supplies,04 November 2019,Corporate,73,2019_11_4_Office Supplies_Corporate
Office Supplies,04 November 2019,Home Office,96,2019_11_4_Office Supplies_Home Office
Office Supplies,05 November 2019,Consumer,"1,126",2019_11_5_Office Supplies_Consumer
Office Supplies,06 November 2019,Consumer,40,2019_11_6_Office Supplies_Consumer
Office Supplies,07 November 2019,Consumer,554,2019_11_7_Office Supplies_Consumer
Office Supplies,07 November 2019,Corporate,138,2019_11_7_Office Supplies_Corporate
Office Supplies,09 November 2019,Consumer,508,2019_11_9_Office Supplies_Consumer
Office Supplies,10 November 2019,Consumer,740,2019_11_10_Office Supplies_Consumer
Office Supplies,11 November 2019,Consumer,"1,813",2019_11_11_Office Supplies_Consumer
Office Supplies,11 November 2019,Corporate,"2,180",2019_11_11_Office Supplies_Corporate
Office Supplies,11 November 2019,Home Office,409,2019_11_11_Office Supplies_Home Office
Office Supplies,12 November 2019,Consumer,62,2019_11_12_Office Supplies_Consumer
Office Supplies,12 November 2019,Corporate,70,2019_11_12_Office Supplies_Corporate
Office Supplies,14 November 2019,Consumer,102,2019_11_14_Office Supplies_Consumer
Office Supplies,14 November 2019,Corporate,21,2019_11_14_Office Supplies_Corporate
Office Supplies,14 November 2019,Home Office,12,2019_11_14_Office Supplies_Home Office
Office Supplies,15 November 2019,Consumer,898,2019_11_15_Office Supplies_Consumer
Office Supplies,15 November 2019,Corporate,11,2019_11_15_Office Supplies_Corporate
