Sample_20__2d__20_Orders_Categ_2e_seg_20_ID,Sample_20__2d__20_Orders_Order_20_Date,Sample_20__2d__20_Orders_Category,Sample_20__2d__20_Orders_Segment,Sample_20__2d__20_Orders_City,Sample_20__2d__20_Orders_Country_2f_Region,Sample_20__2d__20_Orders_Product_20_Name,Sample_20__2d__20_Orders_Region,Sample_20__2d__20_Orders_Ship_20_Date,Sample_20__2d__20_Orders_Ship_20_Mode,Sample_20__2d__20_Orders_Ship_20_Status,Sample_20__2d__20_Orders_State_2f_Province,Sample_20__2d__20_Orders_Sub_2d_Category,Sample_20__2d__20_Orders_Days_20_to_20_Ship_20_Actual,Sample_20__2d__20_Orders_Days_20_to_20_Ship_20_Scheduled,Sample_20__2d__20_Orders_Discount_2c__25_,Sample_20__2d__20_Orders_Profit_2c__24_,Sample_20__2d__20_Orders_Quantity,Sample_20__2d__20_Orders_Sales_2c__24_,Sample_20__2d__20_Orders_Sales_20_Forecast_2c__24_
2020_12_12_Technology_Consumer,12 December 2020,Technology,Consumer,Austin,United States,AmazonBasics 3-Button USB Wired Mouse,Central,16 December 2020,Standard Class,Shipped Early,Texas,Accessories,4,6,20,6,4,22,33
2020_12_12_Technology_Consumer,12 December 2020,Technology,Consumer,Los Angeles,United States,Logitech Wireless Marathon Mouse M705,West,15 December 2020,First Class,Shipped Late,California,Accessories,3,1,0,129,6,300,449
2020_12_13_Office Supplies_Consumer,13 December 2020,Office Supplies,Consumer,Los Angeles,United States,Avery 513,West,15 December 2020,Second Class,Shipped Early,California,Labels,2,3,0,5,2,10,15
2020_12_13_Office Supplies_Consumer,13 December 2020,Office Supplies,Consumer,Temecula,United States,"Angle-D Binders with Locking Rings, Label Holders",West,15 December 2020,First Class,Shipped Late,California,Binders,2,1,20,10,5,29,44
2020_12_13_Office Supplies_Corporate,13 December 2020,Office Supplies,Corporate,Riverside,United States,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,West,17 December 2020,Standard Class,Shipped Early,California,Appliances,4,6,0,35,4,134,201
2020_12_13_Office Supplies_Corporate,13 December 2020,Office Supplies,Corporate,Riverside,United States,Xerox 213,West,17 December 2020,Standard Class,Shipped Early,California,Paper,4,6,0,6,2,13,19
2020_12_13_Office Supplies_Home Office,13 December 2020,Office Supplies,Home Office,Revere,United States,Flexible Leather- Look Classic Collection Ring Binder,East,20 December 2020,Standard Class,Shipped Late,Massachusetts,Binders,7,6,0,19,2,38,57
2020_12_13_Office Supplies_Home Office,13 December 2020,Office Supplies,Home Office,Revere,United States,Xerox 222,East,20 December 2020,Standard Class,Shipped Late,Massachusetts,Paper,7,6,0,9,3,19,29
2020_12_13_Technology_Consumer,13 December 2020,Technology,Consumer,Temecula,United States,Logitech K350 2.4Ghz Wireless Keyboard,West,15 December 2020,First Class,Shipped Late,California,Accessories,2,1,0,27,5,249,373
2020_12_13_Technology_Consumer,13 December 2020,Technology,Consumer,Temecula,United States,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,15 December 2020,First Class,Shipped Late,California,Accessories,2,1,0,15,1,36,54
2020_12_13_Technology_Consumer,13 December 2020,Technology,Consumer,Temecula,United States,Plantronics Voyager Pro Legend,West,15 December 2020,First Class,Shipped Late,California,Phones,2,1,20,49,3,494,740
2020_12_14_Furniture_Consumer,14 December 2020,Furniture,Consumer,Costa Mesa,United States,Staple-based wall hangings,West,18 December 2020,Standard Class,Shipped Early,California,Furnishings,4,6,0,13,3,29,44
2020_12_14_Furniture_Corporate,14 December 2020,Furniture,Corporate,Jackson,United States,Stackable Trays,South,18 December 2020,Standard Class,Shipped Early,Mississippi,Furnishings,4,6,0,2,2,6,9
2020_12_14_Furniture_Corporate,14 December 2020,Furniture,Corporate,Los Angeles,United States,"Bush Andora Conference Table, Maple/Graphite Gray Finish",West,16 December 2020,Second Class,Shipped Early,California,Tables,2,3,20,10,2,274,410
2020_12_14_Furniture_Home Office,14 December 2020,Furniture,Home Office,Los Angeles,United States,"Master Caster Door Stop, Gray",West,18 December 2020,Standard Class,Shipped Early,California,Furnishings,4,6,0,5,3,15,23
2020_12_14_Office Supplies_Consumer,14 December 2020,Office Supplies,Consumer,San Diego,United States,Wilson Jones Standard D-Ring Binders,West,19 December 2020,Standard Class,Shipped Early,California,Binders,5,6,20,3,2,8,12
2020_12_14_Office Supplies_Corporate,14 December 2020,Office Supplies,Corporate,Columbus,United States,3-ring staple pack,South,16 December 2020,Second Class,Shipped Early,Georgia,Binders,2,3,0,2,2,4,6
2020_12_14_Office Supplies_Corporate,14 December 2020,Office Supplies,Corporate,Jackson,United States,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",South,18 December 2020,Standard Class,Shipped Early,Mississippi,Art,4,6,0,16,2,56,84
2020_12_14_Office Supplies_Corporate,14 December 2020,Office Supplies,Corporate,Los Angeles,United States,"GBC Laser Imprintable Binding System Covers, Desert Sand",West,16 December 2020,Second Class,Shipped Early,California,Binders,2,3,20,12,3,34,51
2020_12_14_Office Supplies_Corporate,14 December 2020,Office Supplies,Corporate,Los Angeles,United States,Ibico Recycled Grain-Textured Covers,West,16 December 2020,Second Class,Shipped Early,California,Binders,2,3,20,21,2,55,83
2020_12_14_Office Supplies_Corporate,14 December 2020,Office Supplies,Corporate,Los Angeles,United States,Xerox 23,West,16 December 2020,Second Class,Shipped Early,California,Paper,2,3,0,3,1,6,10
2020_12_14_Technology_Consumer,14 December 2020,Technology,Consumer,Los Angeles,United States,Micro Innovations USB RF Wireless Keyboard with Mouse,West,19 December 2020,Second Class,Shipped Late,California,Accessories,5,3,0,11,2,50,75
2020_12_14_Technology_Consumer,14 December 2020,Technology,Consumer,Portland,United States,HTC One,West,16 December 2020,Second Class,Shipped Early,Oregon,Phones,2,3,20,36,4,320,479
2020_12_15_Furniture_Consumer,15 December 2020,Furniture,Consumer,Newark,United States,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",East,18 December 2020,First Class,Shipped Late,Ohio,Furnishings,3,1,20,69,7,263,394
2020_12_15_Office Supplies_Consumer,15 December 2020,Office Supplies,Consumer,Seattle,United States,3M Office Air Cleaner,West,22 December 2020,Standard Class,Shipped Late,Washington,Appliances,7,6,0,36,4,104,156
2020_12_15_Office Supplies_Consumer,15 December 2020,Office Supplies,Consumer,Seattle,United States,Acco D-Ring Binder w/DublLock,West,22 December 2020,Standard Class,Shipped Late,Washington,Binders,7,6,20,19,3,51,77
2020_12_15_Office Supplies_Home Office,15 December 2020,Office Supplies,Home Office,New York City,United States,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",East,19 December 2020,Standard Class,Shipped Early,New York,Art,4,6,0,1,1,3,5
2020_12_15_Technology_Consumer,15 December 2020,Technology,Consumer,Newark,United States,Cubify CubeX 3D Printer Double Head Print,East,18 December 2020,First Class,Shipped Late,Ohio,Machines,3,1,70,2640,2,"1,800",2696
2020_12_15_Technology_Consumer,15 December 2020,Technology,Consumer,Newark,United States,Panasonic KX TS3282W Corded phone,East,18 December 2020,First Class,Shipped Late,Ohio,Phones,3,1,40,17,2,102,153
2020_12_15_Technology_Consumer,15 December 2020,Technology,Consumer,Newark,United States,Plantronics Savi W720 Multi-Device Wireless Headset System,East,18 December 2020,First Class,Shipped Late,Ohio,Accessories,3,1,20,608,6,"2,025",3033
2020_12_15_Technology_Consumer,15 December 2020,Technology,Consumer,Seattle,United States,Logitech G700s Rechargeable Gaming Mouse,West,22 December 2020,Standard Class,Shipped Late,Washington,Accessories,7,6,0,378,9,900,1348
2020_12_15_Technology_Corporate,15 December 2020,Technology,Corporate,Cary,United States,Cisco Small Business SPA 502G VoIP phone,South,20 December 2020,Standard Class,Shipped Early,North Carolina,Phones,5,6,20,22,3,246,369
2020_12_16_Office Supplies_Consumer,16 December 2020,Office Supplies,Consumer,Seattle,United States,Xerox 190,West,19 December 2020,First Class,Shipped Late,Washington,Paper,3,1,0,2,1,5,7
2020_12_17_Furniture_Consumer,17 December 2020,Furniture,Consumer,Bloomington,United States,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Central,22 December 2020,Standard Class,Shipped Early,Illinois,Furnishings,5,6,60,20,2,42,62
2020_12_17_Furniture_Consumer,17 December 2020,Furniture,Consumer,Detroit,United States,"Global Value Steno Chair, Gray",Central,17 December 2020,Same Day,Shipped On Time,Michigan,Chairs,0,0,0,137,9,547,819
2020_12_17_Furniture_Consumer,17 December 2020,Furniture,Consumer,Detroit,United States,Harbour Creations 67200 Series Stacking Chairs,Central,17 December 2020,Same Day,Shipped On Time,Michigan,Chairs,0,0,0,38,2,142,213
2020_12_17_Furniture_Consumer,17 December 2020,Furniture,Consumer,Detroit,United States,Hon Valutask Swivel Chairs,Central,17 December 2020,Same Day,Shipped On Time,Michigan,Chairs,0,0,0,48,3,303,454
2020_12_17_Furniture_Consumer,17 December 2020,Furniture,Consumer,Detroit,United States,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Central,17 December 2020,Same Day,Shipped On Time,Michigan,Furnishings,0,0,0,15,3,212,318
2020_12_17_Office Supplies_Consumer,17 December 2020,Office Supplies,Consumer,Bloomington,United States,Newell 35,Central,22 December 2020,Standard Class,Shipped Early,Illinois,Art,5,6,20,1,5,13,20
2020_12_17_Office Supplies_Consumer,17 December 2020,Office Supplies,Consumer,Bloomington,United States,Tennsco Double-Tier Lockers,Central,22 December 2020,Standard Class,Shipped Early,Illinois,Storage,5,6,20,16,1,180,270
2020_12_17_Office Supplies_Consumer,17 December 2020,Office Supplies,Consumer,Detroit,United States,GBC Plastic Binding Combs,Central,17 December 2020,Same Day,Shipped On Time,Michigan,Binders,0,0,0,14,4,30,44
2020_12_17_Office Supplies_Consumer,17 December 2020,Office Supplies,Consumer,Los Angeles,United States,Avery Arch Ring Binders,West,19 December 2020,Second Class,Shipped Early,California,Binders,2,3,20,31,2,93,139
2020_12_17_Office Supplies_Consumer,17 December 2020,Office Supplies,Consumer,Los Angeles,United States,Sanford 52201 APSCO Electric Pencil Sharpener,West,19 December 2020,Second Class,Shipped Early,California,Art,2,3,0,53,5,205,307
2020_12_17_Office Supplies_Consumer,17 December 2020,Office Supplies,Consumer,Los Angeles,United States,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",West,19 December 2020,Second Class,Shipped Early,California,Art,2,3,0,7,5,16,25
2020_12_17_Technology_Consumer,17 December 2020,Technology,Consumer,Los Angeles,United States,Panasonic KX TS3282W Corded phone,West,19 December 2020,Second Class,Shipped Early,California,Phones,2,3,20,17,2,136,204
2020_12_18_Furniture_Corporate,18 December 2020,Furniture,Corporate,Memphis,United States,"Master Caster Door Stop, Brown",South,25 December 2020,Standard Class,Shipped Late,Tennessee,Furnishings,7,6,20,4,5,20,30
2020_12_18_Office Supplies_Consumer,18 December 2020,Office Supplies,Consumer,Springfield,United States,Fellowes Officeware Wire Shelving,East,23 December 2020,Standard Class,Shipped Early,Ohio,Storage,5,6,20,146,9,647,969
2020_12_18_Office Supplies_Corporate,18 December 2020,Office Supplies,Corporate,Louisville,United States,Newell 320,West,22 December 2020,Standard Class,Shipped Early,Colorado,Art,4,6,20,1,2,7,10
2020_12_18_Office Supplies_Corporate,18 December 2020,Office Supplies,Corporate,Memphis,United States,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",South,25 December 2020,Standard Class,Shipped Late,Tennessee,Envelopes,7,6,20,19,8,56,84
2020_12_18_Office Supplies_Corporate,18 December 2020,Office Supplies,Corporate,Memphis,United States,Avery 507,South,25 December 2020,Standard Class,Shipped Late,Tennessee,Labels,7,6,20,6,8,18,28
2020_12_18_Office Supplies_Home Office,18 December 2020,Office Supplies,Home Office,Cleveland,United States,Xerox 226,East,18 December 2020,Same Day,Shipped On Time,Ohio,Paper,0,0,20,7,4,21,31
2020_12_18_Technology_Consumer,18 December 2020,Technology,Consumer,New York City,United States,Imation Bio 8GB USB Flash Drive Imation Corp,East,18 December 2020,Same Day,Shipped On Time,New York,Accessories,0,0,0,25,1,166,249
2020_12_19_Furniture_Home Office,19 December 2020,Furniture,Home Office,Dover,United States,Bretford Rectangular Conference Table Tops,East,24 December 2020,Second Class,Shipped Late,New Hampshire,Tables,5,3,30,105,4,"1,053",1577
2020_12_19_Office Supplies_Consumer,19 December 2020,Office Supplies,Consumer,Philadelphia,United States,Avanti 4.4 Cu. Ft. Refrigerator,East,20 December 2020,First Class,Shipped On Time,Pennsylvania,Appliances,1,1,20,43,3,434,650
2020_12_19_Office Supplies_Consumer,19 December 2020,Office Supplies,Consumer,Philadelphia,United States,Avery 474,East,22 December 2020,First Class,Shipped Late,Pennsylvania,Labels,3,1,20,3,3,7,10
2020_12_19_Office Supplies_Consumer,19 December 2020,Office Supplies,Consumer,Philadelphia,United States,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,East,20 December 2020,First Class,Shipped On Time,Pennsylvania,Appliances,1,1,20,8,4,89,133
2020_12_19_Office Supplies_Consumer,19 December 2020,Office Supplies,Consumer,Philadelphia,United States,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,East,20 December 2020,First Class,Shipped On Time,Pennsylvania,Appliances,1,1,20,0,2,4,5
2020_12_19_Office Supplies_Corporate,19 December 2020,Office Supplies,Corporate,Omaha,United States,Bagged Rubber Bands,Central,21 December 2020,Second Class,Shipped Early,Nebraska,Fasteners,2,3,0,0,4,5,8
2020_12_19_Office Supplies_Corporate,19 December 2020,Office Supplies,Corporate,Omaha,United States,Self-Adhesive Ring Binder Labels,Central,21 December 2020,Second Class,Shipped Early,Nebraska,Binders,2,3,0,3,2,7,11
2020_12_19_Office Supplies_Corporate,19 December 2020,Office Supplies,Corporate,Omaha,United States,White Computer Printout Paper by Universal,Central,21 December 2020,Second Class,Shipped Early,Nebraska,Paper,2,3,0,57,3,116,174
2020_12_19_Office Supplies_Home Office,19 December 2020,Office Supplies,Home Office,Dover,United States,Xerox 1903,East,24 December 2020,Second Class,Shipped Late,New Hampshire,Paper,5,3,0,15,5,30,45
2020_12_19_Technology_Consumer,19 December 2020,Technology,Consumer,Glenview,United States,Samsung Rugby III,Central,23 December 2020,Second Class,Shipped Late,Illinois,Phones,4,3,20,14,3,158,237
2020_12_19_Technology_Consumer,19 December 2020,Technology,Consumer,Los Angeles,United States,Plantronics Savi W720 Multi-Device Wireless Headset System,West,24 December 2020,Standard Class,Shipped Early,California,Accessories,5,6,0,557,3,"1,266",1896
2020_12_19_Technology_Consumer,19 December 2020,Technology,Consumer,Los Angeles,United States,ShoreTel ShorePhone IP 230 VoIP phone,West,24 December 2020,Standard Class,Shipped Early,California,Phones,5,6,20,84,5,676,1012
2020_12_19_Technology_Home Office,19 December 2020,Technology,Home Office,Chicago,United States,Maxell 4.7GB DVD+RW 3/Pack,Central,23 December 2020,Standard Class,Shipped Early,Illinois,Accessories,4,6,20,5,2,25,38
2020_12_19_Technology_Home Office,19 December 2020,Technology,Home Office,Dover,United States,Logitech diNovo Edge Keyboard,East,24 December 2020,Second Class,Shipped Late,New Hampshire,Accessories,5,3,0,517,9,"2,250",3369
2020_12_2_Furniture_Corporate,02 December 2020,Furniture,Corporate,Moncton,Canada,12-1/2 Diameter Round Wall Clock,East,06 December 2020,Standard Class,Shipped Early,New Brunswick,Furnishings,4,6,60,21,5,40,60
2020_12_2_Furniture_Home Office,02 December 2020,Furniture,Home Office,Halifax,Canada,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",East,06 December 2020,Standard Class,Shipped Early,Nova Scotia,Furnishings,4,6,60,25,5,58,87
2020_12_2_Office Supplies_Corporate,02 December 2020,Office Supplies,Corporate,Moncton,Canada,Newell 343,East,06 December 2020,Standard Class,Shipped Early,New Brunswick,Art,4,6,20,2,7,16,25
2020_12_20_Furniture_Consumer,20 December 2020,Furniture,Consumer,Bullhead City,United States,Nu-Dell Float Frame 11 x 14 1/2,West,24 December 2020,Standard Class,Shipped Early,Arizona,Furnishings,4,6,20,4,2,14,22
2020_12_20_Furniture_Consumer,20 December 2020,Furniture,Consumer,Chicago,United States,"Sauder Facets Collection Library, Sky Alder Finish",Central,25 December 2020,Standard Class,Shipped Early,Illinois,Bookcases,5,6,30,72,3,359,538
2020_12_20_Office Supplies_Consumer,20 December 2020,Office Supplies,Consumer,Arlington,United States,Acco 6 Outlet Guardian Standard Surge Suppressor,South,26 December 2020,Standard Class,Shipped On Time,Virginia,Appliances,6,6,0,11,3,36,54
2020_12_20_Office Supplies_Consumer,20 December 2020,Office Supplies,Consumer,Austin,United States,Fellowes Super Stor/Drawer,Central,24 December 2020,Standard Class,Shipped Early,Texas,Storage,4,6,20,2,4,89,133
2020_12_20_Office Supplies_Consumer,20 December 2020,Office Supplies,Consumer,Bullhead City,United States,#6 3/4 Gummed Flap White Envelopes,West,24 December 2020,Standard Class,Shipped Early,Arizona,Envelopes,4,6,20,3,1,8,12
2020_12_20_Office Supplies_Consumer,20 December 2020,Office Supplies,Consumer,Los Angeles,United States,Easy-staple paper,West,25 December 2020,Second Class,Shipped Late,California,Paper,5,3,0,8,4,17,26
2020_12_20_Office Supplies_Corporate,20 December 2020,Office Supplies,Corporate,Lindenhurst,United States,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",East,24 December 2020,Standard Class,Shipped Early,New York,Paper,4,6,0,27,1,55,83
2020_12_20_Office Supplies_Home Office,20 December 2020,Office Supplies,Home Office,Miami,United States,Avery 486,South,25 December 2020,Standard Class,Shipped Early,Florida,Labels,5,6,20,4,2,12,18
2020_12_20_Technology_Consumer,20 December 2020,Technology,Consumer,Chicago,United States,Apple iPhone 5C,Central,25 December 2020,Standard Class,Shipped Early,Illinois,Phones,5,6,20,12,2,160,240
2020_12_20_Technology_Consumer,20 December 2020,Technology,Consumer,Chicago,United States,Logitech G600 MMO Gaming Mouse,Central,25 December 2020,Standard Class,Shipped Early,Illinois,Accessories,5,6,20,51,4,256,383
2020_12_20_Technology_Home Office,20 December 2020,Technology,Home Office,Houston,United States,Hypercom P1300 Pinpad,Central,21 December 2020,First Class,Shipped On Time,Texas,Accessories,1,1,20,21,2,101,151
2020_12_21_Furniture_Consumer,21 December 2020,Furniture,Consumer,Seattle,United States,Bevis 36 x 72 Conference Tables,West,24 December 2020,Second Class,Shipped On Time,Washington,Tables,3,3,0,356,13,"1,618",2424
2020_12_21_Furniture_Home Office,21 December 2020,Furniture,Home Office,Saint Charles,United States,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Central,26 December 2020,Second Class,Shipped Late,Illinois,Furnishings,5,3,60,34,3,52,78
2020_12_21_Office Supplies_Consumer,21 December 2020,Office Supplies,Consumer,Daytona Beach,United States,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",South,27 December 2020,Standard Class,Shipped On Time,Florida,Envelopes,6,6,20,9,2,27,41
2020_12_21_Office Supplies_Corporate,21 December 2020,Office Supplies,Corporate,Colorado Springs,United States,Belkin 6 Outlet Metallic Surge Strip,West,25 December 2020,Standard Class,Shipped Early,Colorado,Appliances,4,6,20,5,7,61,91
2020_12_21_Office Supplies_Corporate,21 December 2020,Office Supplies,Corporate,Columbus,United States,"OIC #2 Pencils, Medium Soft",East,23 December 2020,Second Class,Shipped Early,Ohio,Art,2,3,20,0,2,3,5
2020_12_21_Office Supplies_Home Office,21 December 2020,Office Supplies,Home Office,Saint Charles,United States,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Central,26 December 2020,Second Class,Shipped Late,Illinois,Art,5,3,20,14,2,60,90
2020_12_21_Technology_Consumer,21 December 2020,Technology,Consumer,Daytona Beach,United States,Memorex Micro Travel Drive 4 GB,South,27 December 2020,Standard Class,Shipped On Time,Florida,Accessories,6,6,20,15,6,51,76
2020_12_21_Technology_Consumer,21 December 2020,Technology,Consumer,Jacksonville,United States,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,South,24 December 2020,First Class,Shipped Late,North Carolina,Phones,3,1,20,5,3,48,72
2020_12_21_Technology_Consumer,21 December 2020,Technology,Consumer,Seattle,United States,Enermax Acrylux Wireless Keyboard,West,24 December 2020,Second Class,Shipped On Time,Washington,Accessories,3,3,0,37,1,100,149
2020_12_21_Technology_Home Office,21 December 2020,Technology,Home Office,Saint Charles,United States,Enermax Acrylux Wireless Keyboard,Central,26 December 2020,Second Class,Shipped Late,Illinois,Accessories,5,3,20,135,8,637,955
2020_12_21_Technology_Home Office,21 December 2020,Technology,Home Office,Saint Charles,United States,Star Micronics TSP800 TSP847IIU Receipt Printer,Central,26 December 2020,Second Class,Shipped Late,Illinois,Machines,5,3,30,137,2,601,899
2020_12_22_Furniture_Corporate,22 December 2020,Furniture,Corporate,Philadelphia,United States,Harbour Creations Steel Folding Chair,East,23 December 2020,First Class,Shipped On Time,Pennsylvania,Chairs,1,1,30,0,7,423,633
2020_12_22_Office Supplies_Corporate,22 December 2020,Office Supplies,Corporate,Philadelphia,United States,"Tennsco Lockers, Sand",East,23 December 2020,First Class,Shipped On Time,Pennsylvania,Storage,1,1,20,2,2,34,50
2020_12_22_Office Supplies_Home Office,22 December 2020,Office Supplies,Home Office,Superior,United States,Newell 336,Central,27 December 2020,Standard Class,Shipped Early,Wisconsin,Art,5,6,0,5,4,17,26
2020_12_23_Office Supplies_Consumer,23 December 2020,Office Supplies,Consumer,Richmond,United States,Belkin Premiere Surge Master II 8-outlet surge protector,South,26 December 2020,First Class,Shipped Late,Virginia,Appliances,3,1,0,56,4,194,291
2020_12_24_Furniture_Consumer,24 December 2020,Furniture,Consumer,Colorado Springs,United States,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",West,28 December 2020,Standard Class,Shipped Early,Colorado,Bookcases,4,6,70,787,7,590,884
2020_12_24_Furniture_Consumer,24 December 2020,Furniture,Consumer,Dublin,United States,"Executive Impressions 14"" Two-Color Numerals Wall Clock",East,27 December 2020,First Class,Shipped Late,Ohio,Furnishings,3,1,20,19,4,73,109
2020_12_24_Furniture_Consumer,24 December 2020,Furniture,Consumer,Phoenix,United States,Magna Visual Magnetic Picture Hangers,West,29 December 2020,Standard Class,Shipped Early,Arizona,Furnishings,5,6,20,2,2,8,12
2020_12_24_Furniture_Corporate,24 December 2020,Furniture,Corporate,Gilbert,United States,SAFCO Arco Folding Chair,West,28 December 2020,Standard Class,Shipped Early,Arizona,Chairs,4,6,20,99,4,884,1324
2020_12_24_Furniture_Corporate,24 December 2020,Furniture,Corporate,Springfield,United States,"Eldon Regeneration Recycled Desk Accessories, Black",Central,30 December 2020,Standard Class,Shipped On Time,Missouri,Furnishings,6,6,0,4,2,10,14
2020_12_24_Office Supplies_Consumer,24 December 2020,Office Supplies,Consumer,Colorado Springs,United States,"Dixon My First Ticonderoga Pencil, #2",West,28 December 2020,Standard Class,Shipped Early,Colorado,Art,4,6,20,2,3,14,21
2020_12_24_Office Supplies_Consumer,24 December 2020,Office Supplies,Consumer,Dublin,United States,Ibico Standard Transparent Covers,East,27 December 2020,First Class,Shipped Late,Ohio,Binders,3,1,70,14,4,20,30
2020_12_24_Office Supplies_Consumer,24 December 2020,Office Supplies,Consumer,Dublin,United States,OIC Bulk Pack Metal Binder Clips,East,27 December 2020,First Class,Shipped Late,Ohio,Fasteners,3,1,20,2,2,6,8
2020_12_24_Office Supplies_Consumer,24 December 2020,Office Supplies,Consumer,Dublin,United States,Stanley Bostitch Contemporary Electric Pencil Sharpeners,East,27 December 2020,First Class,Shipped Late,Ohio,Art,3,1,20,3,2,27,41
2020_12_24_Office Supplies_Consumer,24 December 2020,Office Supplies,Consumer,Dublin,United States,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",East,27 December 2020,First Class,Shipped Late,Ohio,Paper,3,1,20,8,6,23,34
2020_12_24_Office Supplies_Consumer,24 December 2020,Office Supplies,Consumer,Los Angeles,United States,Avery Hole Reinforcements,West,29 December 2020,Standard Class,Shipped Early,California,Binders,5,6,20,7,4,20,30
2020_12_24_Office Supplies_Consumer,24 December 2020,Office Supplies,Consumer,Los Angeles,United States,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",West,29 December 2020,Standard Class,Shipped Early,California,Fasteners,5,6,0,22,4,46,69
2020_12_24_Office Supplies_Consumer,24 December 2020,Office Supplies,Consumer,Phoenix,United States,Computer Printout Paper with Letter-Trim Perforations,West,29 December 2020,Standard Class,Shipped Early,Arizona,Paper,5,6,20,37,7,106,159
2020_12_24_Office Supplies_Corporate,24 December 2020,Office Supplies,Corporate,Rochester,United States,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,East,26 December 2020,First Class,Shipped Late,New York,Labels,2,1,0,10,7,22,32
2020_12_24_Office Supplies_Corporate,24 December 2020,Office Supplies,Corporate,Rochester,United States,Xerox 1887,East,26 December 2020,First Class,Shipped Late,New York,Paper,2,1,0,64,7,133,199
2020_12_24_Office Supplies_Corporate,24 December 2020,Office Supplies,Corporate,Rochester,United States,Xerox 1967,East,26 December 2020,First Class,Shipped Late,New York,Paper,2,1,0,6,2,13,19
2020_12_24_Technology_Consumer,24 December 2020,Technology,Consumer,Dublin,United States,Swingline SM12-08 MicroCut Jam Free Shredder,East,27 December 2020,First Class,Shipped Late,Ohio,Machines,3,1,70,384,4,480,719
2020_12_24_Technology_Consumer,24 December 2020,Technology,Consumer,Phoenix,United States,ClearSounds CSC500 Amplified Spirit Phone Corded phone,West,29 December 2020,Standard Class,Shipped Early,Arizona,Phones,5,6,20,11,2,112,168
2020_12_24_Technology_Corporate,24 December 2020,Technology,Corporate,Springfield,United States,Canon PC1060 Personal Laser Copier,Central,30 December 2020,Standard Class,Shipped On Time,Missouri,Copiers,6,6,0,2303,7,"4,900",7338
2020_12_25_Furniture_Consumer,25 December 2020,Furniture,Consumer,Columbus,United States,Tenex B1-RE Series Chair Mats for Low Pile Carpets,South,27 December 2020,Second Class,Shipped Early,Georgia,Furnishings,2,3,0,47,6,276,413
2020_12_25_Furniture_Consumer,25 December 2020,Furniture,Consumer,New York City,United States,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",East,30 December 2020,Standard Class,Shipped Early,New York,Bookcases,5,6,20,56,2,450,673
2020_12_25_Furniture_Corporate,25 December 2020,Furniture,Corporate,Detroit,United States,Rush Hierlooms Collection Rich Wood Bookcases,Central,01 January 2021,Standard Class,Shipped Late,Michigan,Bookcases,7,6,0,21,1,161,241
2020_12_25_Furniture_Corporate,25 December 2020,Furniture,Corporate,Philadelphia,United States,Tenex Antistatic Computer Chair Mats,East,29 December 2020,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,20,68,4,547,819
2020_12_25_Office Supplies_Consumer,25 December 2020,Office Supplies,Consumer,Columbus,United States,Tuf-Vin Binders,South,27 December 2020,Second Class,Shipped Early,Georgia,Binders,2,3,0,74,5,158,236
2020_12_25_Office Supplies_Consumer,25 December 2020,Office Supplies,Consumer,Nashville,United States,Avery 474,South,31 December 2020,Standard Class,Shipped On Time,Tennessee,Labels,6,6,20,3,4,9,14
2020_12_25_Office Supplies_Consumer,25 December 2020,Office Supplies,Consumer,Nashville,United States,Xerox 227,South,31 December 2020,Standard Class,Shipped On Time,Tennessee,Paper,6,6,20,4,2,10,16
2020_12_25_Office Supplies_Consumer,25 December 2020,Office Supplies,Consumer,San Diego,United States,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,30 December 2020,Second Class,Shipped Late,California,Paper,5,3,0,8,3,18,27
2020_12_25_Office Supplies_Consumer,25 December 2020,Office Supplies,Consumer,San Diego,United States,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",West,30 December 2020,Second Class,Shipped Late,California,Paper,5,3,0,6,3,13,19
